Id,Name,Applications__c,Brand_Name__c,Chemical_Name__c,Applicants__c,Funding_requested_for__c,Stage__c,Pharmaceutical__c,Community_URL__c,Therapeutic_group__c,Application Received date,Last Update date,Days elapsed between application and last update,Days until Seeking Clinical Advice,Days until Under Assessment,Days until Options Compared,Days until Under Consultation,Days until Reviewing Consultation Feedback,Days until Decision,Application Received dates,Seeking Clinical Advice dates,Under Assessment dates,Options Compared dates,Under Consultation dates,Reviewing Consultation Feedback dates,Decision dates,Outcome__c,Summary__c,FDA_ApprovalDate,TGA_ApprovalDate,MedSafe_ApprovalDate
a0R2P000000anVCUAY,Doxylamine,A-00761,,Doxylamine,Clinician,use in nausea and vomiting of pregnancy,Decision,Doxylamine,https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008pu0Z,Respiratory System and Allergies,2019-03-12 00:00:00,2022-02-04 00:00:00,1060,153,274,31,365,61,184,2019-03-12:Application received,"2019-08-15:Clinical advice required
2019-11-28:Assigned to Analgesic Subcommittee meeting to provide advice on Tuesday 3 December 2019
2020-03-03:Clinical advice received from Analgesic Subcommittee at meeting Tuesday 3 December 2019.",2020-05-15:Working to compare options,2020-06-23:The relative ranking of the pharmaceutical application has been completed.,2021-06-29:Public consultation for this application is active.,2021-08-02:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2022-02-04:The funding application has been declined.,Decline,"<p><span style=""font-family: Arial, sans-serif; font-size: 11pt;"">The Analgesic Subcommittee of PTAC recommended that this application be declined at its meeting in December 2019</span></p>",1948-04-07,1991-07-08,1969-12-31
a0R2P000000MgI0UAK,Magnesium sulfate 5 g in 50 ml premixed bags,A-00780,,Magnesium sulfate 5 g in 50 ml premixed bags,Clinician,seizure prophylaxis in pre-eclamptic toxaemia of pregnancy,Decision,Magnesium sulfate 5 g in 50 ml premixed bags,https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008puH5,Alimentary Tract and Metabolism,2019-04-03 00:00:00,2020-02-16 00:00:00,319,,214,,,,92,2019-04-03:Application received,,2019-11-29:Working to compare options,,,,2020-02-16:The funding application has been approved.,,<p>Assessment of this funding decision was based on information provided in the application. Public consultation on this proposal was considered but deemed not necessary or appropriate.</p>,1971-09-24,1991-10-08,1969-12-31
a0ROZ000004h8ks2AA,G6 continuous glucose monitoring device,A-03844 A-03871,Dexcom,G6 continuous glucose monitoring device,"New Zealand Medical and Scientific, Consumer",Type 1 Diabetes,Decision,G6 continuous glucose monitoring device (Dexcom),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P00000BB9Fr,Alimentary Tract and Metabolism,2019-04-12 00:00:00,2024-08-27 00:00:00,1964,731,306,28,731,31,122,2019-04-12:Application received,"2021-04-19:Clinical advice required
2021-09-03:Assigned to Diabetes Subcommittee meeting to provide advice on Friday 24 September 2021
2022-01-11:Clinical advice received from Diabetes Subcommittee at meeting Friday 24 September 2021.",2022-02-22:Working to compare options,2022-03-04:The relative ranking of the pharmaceutical application has been completed.,2024-03-28:Public consultation for this application is active.,2024-04-26:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2024-08-27:The funding application has been approved.,High,"<p>Consultation Closed</p>; <p><a href=""https://pharmac.govt.nz/news-and-resources/consultations-and-decisions/decision-to-fund-continuous-glucose-monitors-insulin-pumps-and-insulin-pump-consumables"" target=""_blank"">Notification Letter</a></p>",,2025-07-08,1969-09-23
a0ROZ000001jJ672AE,Ribociclib,A-00781,Kisqali,Ribociclib,Novartis,"Breast cancer, locally advanced/metastatic, HER2negative, HRpositive, first-line endocrine treatment",Decision,Ribociclib (Kisqali),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008puj0,Oncology Agents and Immunosuppressants,2019-04-17 00:00:00,2024-02-26 00:00:00,1776,0,30,123,1552,31,31,2019-04-17:Application received,"2019-04-27:Clinical advice required
2019-05-23:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 23 May 2019.
2019-10-18:Clinical advice received from Cancer Treatments Subcommittee (CaTSoP) at meeting Friday 18 October 2019.
2023-06-23:Clinical advice required
2023-07-07:Assigned to Cancer Treatments Advisory Committee meeting to provide advice on Friday 21 July 2023
2023-11-21:Clinical advice received from Cancer Treatments Advisory Committee at meeting Friday 21 July 2023.","2019-05-23:Working to compare options
2020-05-15:Working to compare options
2023-12-01:Working to compare options","2019-09-12:The relative ranking of the pharmaceutical application has been completed.
2020-06-23:The relative ranking of the pharmaceutical application has been completed.",2023-12-12:Public consultation for this application is active.,2024-01-10:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2024-02-26:The funding application has been approved.,Low; High; High,"<p><span style=""font-size: 14px; color: rgb(0, 0, 0);"">The Committee recommended that ribociclib be funded with a low priority for use in combination with an aromatase inhibitor as a first-line treatment for hormone receptor-positive, HER2-negative locally advanced or metastatic breast cancer.</span></p><p><br></p><p><span style=""font-size: 14px; color: rgb(0, 0, 0);"">As part of this discussion, the Committee also made recommendations in relation to other applications for CDK4/6 inhibitors for the treatment of hormone receptor positive, HER2-negative locally advanced or metastatic breast cancer including palbociclib in combination with an aromatase inhibitor as a first line treatment, and palbociclib in combination with fulvestrant as a second line treatment. Please click on the link below for the full record of the Committee’s discussion regarding these applications</span></p>; https://pharmac.govt.nz/news-and-resources/consultations-and-decisions/decision-to-fund-treatments-for-breast-cancer-and-leukaemia",2017-03-13,2017-10-23,2019-06-06
a0R2P000000YfnhUAC,Influenza Vaccine,A-00783,"Influvac, Influvac Tetra, Fluvax, FluQuadri, Vaxigrip",Influenza Vaccine,Clinician,"influenza in people with serious mental health conditions and addiction (schizophrenia/psychotic disorders, major depression, bipolar and people accessing secondary and tertiary mental health and addiction services)",Decision,"Influenza Vaccine (Influvac, Influvac Tetra, Fluvax, FluQuadri, Vaxigrip)",https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P00000BSYZo,,2019-04-24 00:00:00,2022-06-22 00:00:00,1155,,1126,31,,,0,2019-04-24:Application received,,2022-05-27:Working to compare options,2022-06-02:The relative ranking of the pharmaceutical application has been completed.,,,2022-06-22:The funding application has been approved.,,,,2002-10-15,1969-12-31
a0R2P000000YfokUAC,Influenza Vaccine,A-00783,"Afluria Quad, Influvac Tetra, FluQuadri, Fluarix Tetra",Influenza Vaccine,Clinician,"influenza in patients with serious mental health conditions and addiction  (schizophrenia/psychotic disorders, major depression and bipolar)",Decision,"Influenza Vaccine (Afluria Quad, Influvac Tetra, FluQuadri, Fluarix Tetra)",https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008pu9F,National Immunisation Schedule,2019-04-24 00:00:00,2022-06-22 00:00:00,1155,30,366,31,,,730,2019-04-24:Application received,"2019-05-01:Clinical advice required
2020-03-16:Clinical advice received from Immunisation Subcommittee at meeting Tuesday 15 October 2019.
2021-07-22:Assigned to Immunisation Subcommittee meeting to provide advice on Tuesday 10 August 2021
2021-12-22:Clinical advice received from Immunisation Subcommittee at meeting Tuesday 10 August 2021.","2020-05-15:Working to compare options
2022-01-21:Working to compare options","2020-06-23:The relative ranking of the pharmaceutical application has been completed.
2022-06-02:The relative ranking of the pharmaceutical application has been completed.",,,2022-06-22:The funding application has been approved.,Decline; Medium,,,2002-10-15,1969-12-31
a0R2P000000ZwaFUAS,Pembrolizumab,A-03934,KEYTRUDA,Pembrolizumab,Clinician,"Classical Hodgkin lymphoma, relapsed or refractory to a second or subsequent line of chemotherapy, or that has relapsed after at least three lines of therapy (bridge to transplant)",Decision,Pembrolizumab (KEYTRUDA),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P00000BKugI,Oncology Agents and Immunosuppressants,2019-05-09 00:00:00,2024-09-12 00:00:00,1953,153,31,305,,,1461,2019-05-09:Application received,"2019-10-14:Clinical advice required
2019-10-18:Clinical advice received from Cancer Treatments Subcommittee (CaTSoP) at meeting Friday 18 October 2019.",2019-11-01:Working to compare options,2020-09-01:The relative ranking of the pharmaceutical application has been completed.,,,2024-09-12:The funding application has been approved.,Medium,"<p><a href=""https://pharmac.govt.nz/news-and-resources/consultations-and-decisions/decision-to-widen-access-to-immunotherapy-for-six-types-of-cancer-and-treatments-to-prevent-fungal-infection"" target=""_blank"">Notification</a></p>",2014-09-04,2016-03-08,2015-09-03
a0ROZ0000001Knt2AE,Trastuzumab Biosimilar,A-00788,,Trastuzumab Biosimilar,Celltrion Healthcare New Zealand Limited,Multiple Indications,Decision,Trastuzumab Biosimilar,https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008ptrL,Oncology Agents and Immunosuppressants,2019-05-23 00:00:00,2023-08-23 00:00:00,1553,31,335,669,457,30,31,2019-05-23:Application received,"2019-06-19:Clinical advice required
2019-08-23:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Friday 23 August 2019.
2019-10-18:Clinical advice received from Cancer Treatments Subcommittee (CaTSoP) at meeting Friday 18 October 2019.",2020-05-15:Working to compare options,2022-03-04:The relative ranking of the pharmaceutical application has been completed.,2023-06-08:Public consultation for this application is active.,2023-07-02:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2023-08-23:The funding application has been approved.,No Formal Recommendation; Cost Saving,"<p>We are seeking feedback on a proposal to widen funded access to intravenous trastuzumab and transition to a biosimilar brand of intravenous trastuzumab. Feedback can be submitted to <a href=""mailto:consult@pharmac.govt.nz"" target=""_blank"">consult@pharmac.govt.nz</a> until 4 pm, 30 June 2023.</p>",1998-09-25,,2009-09-03
a0R2P000000fjVDUAY,Apalutamide,A-00790 A-04078,,Apalutamide,"Janssen, JANSSEN NZ LIMITED","Prostate cancer ,  non-metastatic, castration-resistant, high risk",Options Compared,Apalutamide,https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008pttm,Oncology Agents and Immunosuppressants,2019-05-27 00:00:00,2022-03-04 00:00:00,1012,276,731,28,,,,2019-05-27:Application received,"2020-02-20:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 20 February 2020.
2020-02-20:Clinical advice required
2020-09-18:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Friday 18 September 2020.
2021-02-19:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Friday 19 February 2021.
2021-05-12:Clinical advice required
2021-09-01:Assigned to Cancer Treatments Advisory Committee meeting to provide advice on Thursday 4 November 2021
2022-03-11:Clinical advice received from Cancer Treatments Advisory Committee at meeting Thursday 4 November 2021.
2022-03-25:Clinical advice required
2022-08-05:Clinical advice received from Cancer Treatments Advisory Committee at meeting Friday 8 April 2022.","2022-02-22:Working to compare options
2022-03-10:Working to compare options
2022-08-10:Working to compare options","2022-03-04:The relative ranking of the pharmaceutical application has been completed.
2022-06-02:The relative ranking of the pharmaceutical application has been completed.
2022-12-08:The relative ranking of the pharmaceutical application has been completed.",,,,Deferred; Deferred; No Formal Recommendation; High,"<p><span style=""color: rgb(62, 62, 60);"">The Committee recommended that the application for apalutamide for high-risk, non-metastatic, castration-resistant prostate cancer (nmCRPC) be deferred,</span><span style=""color: black;""> due to the lack of a statistically significant change in overall survival (OS), which the Committee considered to be the primary potential benefit of apalutamide, and no reported evidence for quality of life improvement with apalutamide. </span></p>; <p><span style=""font-size: 16px; background-color: rgb(255, 255, 255); font-family: FiraSans; color: rgb(34, 34, 34);"">The Committee requested advice from the Cancer Treatments Subcommittee of PTAC (CaTSoP).</span></p>; <p>The Committee reiterated its previous recommendation to defer the application and considered that specialised advice from CaTSoP remained important to inform further asse<span class=""ql-cursor"">﻿</span>ssment of this application.</p>; <p>The Committee considered that further advice should be sought from CaTSoP, as noted in the meeting records from February and September 2020, and that it may reconsider its recommendation after CaTSoP’s review.</p>",2018-02-14,2018-07-05,2019-10-17
a0ROZ00000AqQQd2AN,Benralizumab,A-00791,,Benralizumab,AstraZeneca,"Eosinophilic asthma, ACT and >300 cells/ul eosinophil count criteria (widening access)",Options Compared,Benralizumab,https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P00000BNz5p,Oncology Agents and Immunosuppressants,2019-05-27 00:00:00,2021-12-14 00:00:00,932,,915,30,,,,2019-05-27:Application received,,2021-11-25:Working to compare options,"2021-12-14:The relative ranking of the pharmaceutical application has been completed.
2025-08-15:The relative ranking of the pharmaceutical application has been completed.
2025-09-04:The relative ranking of the pharmaceutical application has been completed.",,,,,"<p>Original application for <a href=""https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008puEH/p000804"" target=""_blank"">benralizumab</a></p><p>Advice from both mepolizumab proposals (<a href=""https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008puUH/p001094"" target=""_blank"">funded access</a> and widened access (<a href=""https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P00000AnQL4/p001629"" target=""_blank"">ACT criterion</a> and <a href=""https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P00000AYn1O/p001596"" target=""_blank"">eosinophil count &gt;300 cells/ul</a>)) relevant to this proposal via cost-neutral recommendation for benralizumab.</p>",2017-11-14,2018-04-03,2020-02-13
a0R2P000000WpwIUAS,Benralizumab,A-00791,,Benralizumab,AstraZeneca,Severe eosinophilic asthma - (eosinophilia 500 cells/ul),Decision,Benralizumab,https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008puEH,Oncology Agents and Immunosuppressants,2019-05-27 00:00:00,2022-03-16 00:00:00,1024,305,365,92,245,0,28,2019-05-27:Application received,"2020-03-24:Clinical advice required
2020-10-13:Clinical advice required
2020-10-18:Assigned to Respiratory Subcommittee meeting to provide advice on Wednesday 28 October 2020
2021-03-12:Clinical advice received from Respiratory Subcommittee at meeting Wednesday 28 October 2020.
2021-03-28:Clinical advice required",2021-03-28:Working to compare options,2021-06-25:The relative ranking of the pharmaceutical application has been completed.,2022-02-16:Public consultation for this application is active.,2022-02-16:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2022-03-16:The funding application has been approved.,Cost Neutral,https://pharmac.govt.nz/news-and-resources/consultations-and-decisions/2022-03-16-decision-to-fund-treatments-for-cancer-and-asthma,2017-11-14,2018-04-03,2020-02-13
a0R2P000000ezEuUAI,Upadacitinib,A-00789,,Upadacitinib,AbbVie,"Rheumatoid arthritis, moderate to severe , 2nd line biologic",Under Assessment,Upadacitinib,https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P00000BX0wJ,Oncology Agents and Immunosuppressants,2019-05-27 00:00:00,2021-05-12 00:00:00,716,519,212,,,,,2019-05-27:Application received,"2020-10-13:Clinical advice required
2021-05-12:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Friday 19 February 2021.",2021-05-12:Working to compare options,,,,,Medium,,2019-08-16,2020-01-17,2020-11-19
a0R2P000000ezAiUAI,Upadacitinib,A-00789,,Upadacitinib,AbbVie,"Rheumatoid arthritis, moderate to severe,1st line biologic",Under Assessment,Upadacitinib,https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008puia,Oncology Agents and Immunosuppressants,2019-05-27 00:00:00,2021-05-12 00:00:00,716,519,212,,,,,"2019-05-27:Application received
2020-03-20:Awaiting registration with Medsafe.","2020-10-13:Clinical advice required
2021-02-20:Assigned to Pharmacology and Therapeutics Advisory Committee (PTAC) meeting to provide advice on Friday 19 February 2021
2021-05-12:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Friday 19 February 2021.",2021-05-12:Working to compare options,,,,,Medium,,2019-08-16,2020-01-17,2020-11-19
a0R2P000000Shu6UAC,Paraffin (liquid) plus laureth-3 and isopropyl myristate bath oil,A-00794,,Paraffin (liquid) plus laureth-3 and isopropyl myristate bath oil,Clinician,xerotic skin,Decision,Paraffin (liquid) plus laureth-3 and isopropyl myristate bath oil,https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008puCv,Dermatologicals,2019-06-13 00:00:00,2021-07-29 00:00:00,777,274,,,,,487,2019-06-13:Application received,"2020-03-24:Clinical advice required
2020-11-13:Clinical advice required",,,,,2021-07-29:The funding application has been approved.,,"<p>We are pleased to announce an amendment to the Hospital Medicines List (HML) to include Paraffin – Lotn liquid paraffin 85% (eg QV Bath Oil) from 1 August 2021. This will allow DHB hospitals to buy alternative brands of liquid paraffin bath oil to treat patients with xerotic skin. This decision has not changed any other listings within the HML. As a Minor Schedule Change, this decision was not consulted on. Please contact us at <a href=""mailto:enquiry@pharmac.govt.nz"" target=""_blank"">enquiry@pharmac.govt.nz</a> if you have any queries.</p>",2000-02-17,,1969-12-31
a0R2P000000PXYtUAO,Adalimumab,A-00795,,Adalimumab,Clinician,juvenile idiopathic arthritis (access widening),Decision,Adalimumab,https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000009nuG2,,2019-06-25 00:00:00,2020-11-11 00:00:00,505,122,123,29,184,0,61,2019-06-25:Application received,"2019-10-01:Clinical advice required
2019-11-01:Assigned to Pharmacology and Therapeutics Advisory Committee (PTAC) meeting to provide advice on Thursday 14 November 2019
2020-02-26:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 14 November 2019.",2020-02-26:Working to compare options,2020-03-03:The relative ranking of the pharmaceutical application has been completed.,2020-09-11:Public consultation for this application is active.,2020-09-28:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2020-11-11:The funding application has been approved.,High,,2002-12-31,2017-11-09,2004-09-30
a0R2P000000PXZ8UAO,Etanercept,A-00795,,Etanercept,Clinician,juvenile idiopathic arthritis (access widening),Decision,Etanercept,https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000009nuGC,,2019-06-25 00:00:00,2020-11-11 00:00:00,505,,245,29,184,0,61,2019-06-25:Application received,,2020-02-26:Working to compare options,2020-03-03:The relative ranking of the pharmaceutical application has been completed.,2020-09-11:Public consultation for this application is active.,2020-09-28:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2020-11-11:The funding application has been approved.,,,1998-11-02,2003-03-18,2002-01-31
a0R2P000000PbfCUAS,TNF-alpha inhibitors - amendment to JIA criteria,A-00795,,TNF-alpha inhibitors - amendment to JIA criteria,Clinician,juvenile idiopathic arthritis,Decision,TNF-alpha inhibitors - amendment to JIA criteria,https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008ptui,Musculoskeletal System,2019-06-25 00:00:00,2020-11-11 00:00:00,505,122,123,29,184,0,61,2019-06-25:Application received,"2019-10-14:Clinical advice required
2019-11-14:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 14 November 2019.
2019-11-28:Assigned to Pharmacology and Therapeutics Advisory Committee (PTAC) meeting to provide advice on Thursday 14 November 2019",2020-02-26:Working to compare options,2020-03-01:The relative ranking of the pharmaceutical application has been completed.,2020-09-11:Public consultation for this application is active.,2020-09-28:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2020-11-11:The funding application has been approved.,No Formal Recommendation,,,,
a0ROZ000000W3sQ2AS,Levomilnacipran,A-00796,,Levomilnacipran,Consumer,major depressive disorder,Decision,Levomilnacipran,https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008pu4T,Nervous System,2019-07-18 00:00:00,2023-11-07 00:00:00,1573,,1461,0,31,31,61,"2019-07-18:Application received
2020-03-20:No current New Zealand supplier.",,2023-07-05:Working to compare options,2023-07-06:The relative ranking of the pharmaceutical application has been completed.,2023-08-01:Public consultation for this application is active.,2023-09-02:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2023-11-07:The funding application has been declined.,,Not registered in NZ or Australia. No application submitted to Medsafe; <p>We are proposing to decline this application as we understand there is currently no Medsafe approved product available in New Zealand. We are not aware of any supplier willing to pursue Medsafe registration. </p>,2013-07-25,,
a0R2P000000d7i4UAA,iPort  - insulin injection port / cannula,A-00801,,iPort  - insulin injection port / cannula,Clinician,Diabetes (requiring treatment with insulin),Seeking Clinical Advice,iPort  - insulin injection port / cannula,https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008puDL,Alimentary Tract and Metabolism,2019-07-22 00:00:00,2020-03-24 00:00:00,246,244,,,,,,2019-07-22:Application received,2020-03-24:Clinical advice required,,,,,,,,,2003-03-04,
a0ROZ0000052ORe2AM,Letermovir,A-00803,,Letermovir,Merck Sharp & Dohme,"Cytomegalovirus infection prophylaxis, stem cell transplant patients",Options Compared,Letermovir,https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008puFK,Infections - Agents for Systemic Use,2019-08-02 00:00:00,2022-06-02 00:00:00,1035,366,212,457,,,,"2019-08-02:Application received
2020-05-26:Awaiting registration with Medsafe.","2020-08-27:Clinical advice required
2020-09-15:Assigned to Anti-Infective Subcommittee meeting to provide advice on Tuesday 22 September 2020
2021-03-18:Clinical advice received from Anti-Infective Subcommittee at meeting Tuesday 22 September 2020.",2021-03-28:Working to compare options,"2022-06-02:The relative ranking of the pharmaceutical application has been completed.
2022-12-08:The relative ranking of the pharmaceutical application has been completed.
2023-06-12:The relative ranking of the pharmaceutical application has been completed.
2024-06-07:The relative ranking of the pharmaceutical application has been completed.
2024-09-25:The relative ranking of the pharmaceutical application has been completed.",,,,Low,,2017-11-08,2018-06-22,2020-09-24
a0R2P000000anGgUAI,Cysteamine/mercaptamine (eye drops),A-00804,Recordati,Cysteamine/mercaptamine (eye drops),Recordati Rare Diseases Australia,Cystinosis,Decision,Cysteamine/mercaptamine (eye drops) (Recordati),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008ptps,Sensory Organs,2019-08-05 00:00:00,2022-02-04 00:00:00,914,0,274,31,365,61,184,2019-08-05:Application received,"2019-08-21:Clinical advice required
2020-01-21:Clinical advice received from Rare Disorders Subcommittee at meeting Tuesday 24 September 2019.
2020-05-15:Clinical advice received from Rare Disorders Subcommittee at meeting Tuesday 24 September 2019.",2020-05-15:Working to compare options,2020-06-23:The relative ranking of the pharmaceutical application has been completed.,2021-06-28:Public consultation for this application is active.,2021-08-02:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2022-02-04:The funding application has been declined.,Decline; Decline,"The next meeting of the Rare Disorders Subcommittee will be held in September 2019.; <p><span style=""font-family: Arial, sans-serif; font-size: 11pt;"">The Rare Disorders Subcommittee of PTAC recommended that this application be declined at its meeting in September 2019.</span></p>",1994-08-15,1997-08-05,
a0R2P000000cI4sUAE,Nusinersen (Spinraza),A-00714 A-00755,,Nusinersen (Spinraza),"Biogen, Biogen",Presymptomatic individuals with spinal muscular atrophy,Decision,Nusinersen (Spinraza),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000009QXCv,Nervous System,2019-08-09 00:00:00,2022-12-08 00:00:00,1217,122,62,60,883,30,61,2019-08-09:Application received,"2019-12-19:Clinical advice required
2019-12-19:Clinical advice received from Rare Disorders Subcommittee at meeting Tuesday 24 September 2019.
2020-04-24:Clinical advice required
2020-05-20:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 20 February 2020.
2022-01-28:Clinical advice required
2022-01-28:Assigned to Pharmacology and Therapeutics Advisory Committee (PTAC) meeting to provide advice on Thursday 17 February 2022
2022-05-13:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 17 February 2022.","2020-02-26:Working to compare options
2022-05-17:Working to compare options","2020-04-16:The relative ranking of the pharmaceutical application has been completed.
2020-04-24:Working to compare options
2020-06-23:The relative ranking of the pharmaceutical application has been completed.
2020-12-16:The relative ranking of the pharmaceutical application has been completed.
2021-10-26:The relative ranking of the pharmaceutical application has been completed.
2022-06-02:The relative ranking of the pharmaceutical application has been completed.",2022-09-28:Public consultation for this application is active.,2022-10-24:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2022-12-08:The funding application has been approved.,High; High; No Formal Recommendation,,2016-12-23,2017-11-03,2018-08-23
a0R2P000000ZKQrUAO,ine with tenofovir disoproxil - Widening Access (PrEP) - removal of Restrictions,A-00806,,Emtricitabine with tenofovir disoproxil - Widening Access (PrEP) - removal of Restrictions,Consumer,HIV pre-exposure prophylaxis,Decision,Emtricitabine with tenofovir disoproxil - Widening Access (PrEP) - removal of Restrictions,https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P00000BE0nj,Infections - Agents for Systemic Use,2019-08-15 00:00:00,2022-07-21 00:00:00,1071,366,396,212,30,,61,2019-08-15:Application received,"2020-08-27:Clinical advice required
2021-03-18:Clinical advice received from Anti-Infective Subcommittee at meeting Tuesday 22 September 2020.",2021-09-21:Working to compare options,"2022-04-29:The relative ranking of the pharmaceutical application has been completed.
2022-06-02:The relative ranking of the pharmaceutical application has been completed.",2022-05-19:Public consultation for this application is active.,,2022-07-21:The funding application has been approved.,,,2001-10-26,2005-09-22,2005-10-27
a0R2P000000bfyhUAA,Emtricitabine with tenofovir disoproxil - HIV pre-exposure prophylaxis (PrEP),A-00806,,Emtricitabine with tenofovir disoproxil - HIV pre-exposure prophylaxis (PrEP),Consumer,Widening Access Prescriber Type,Decision,Emtricitabine with tenofovir disoproxil - HIV pre-exposure prophylaxis (PrEP),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008puVM,Infections - Agents for Systemic Use,2019-08-15 00:00:00,2022-11-09 00:00:00,1182,31,457,,,,700,2019-08-15:Application received,"2019-09-30:Clinical advice required
2020-09-15:Assigned to Anti-Infective Subcommittee meeting to provide advice on Tuesday 22 September 2020
2021-03-18:Clinical advice received from Anti-Infective Subcommittee at meeting Tuesday 22 September 2020.",2020-12-01:Working to compare options,,,,2022-11-09:The funding application has been approved.,No Formal Recommendation,,2001-10-26,2005-09-22,2005-10-27
a0ROZ00000AqQQa2AN,Rifampicin/Isoniazid/Pyrazinamide/Ethambutol - fixed dose combinations,A-00805,,Rifampicin/Isoniazid/Pyrazinamide/Ethambutol - fixed dose combinations,Clinician,Tuberculosis,Options Compared,Rifampicin/Isoniazid/Pyrazinamide/Ethambutol - fixed dose combinations,https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008puVC,Infections - Agents for Systemic Use,2019-08-16 00:00:00,2024-02-12 00:00:00,1641,335,243,61,944,62,,"2019-08-16:Application received
2020-05-27:Awaiting registration with Medsafe.","2020-07-31:Clinical advice required
2020-08-12:Assigned to Anti-Infective Subcommittee meeting to provide advice on Tuesday 22 September 2020
2020-10-13:Clinical advice required
2021-03-18:Clinical advice received from Anti-Infective Subcommittee at meeting Tuesday 22 September 2020.
2021-05-12:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Friday 19 February 2021.","2021-03-28:Working to compare options
2024-07-30:Working to compare options","2021-05-27:The relative ranking of the pharmaceutical application has been completed.
2025-09-04:The relative ranking of the pharmaceutical application has been completed.",2023-12-18:Public consultation for this application is active.,2024-02-12:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,,High; Cost Neutral,,1952-09-29,1991-07-08,1969-12-31
